SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME
2233916;PR;Sul;EMAD I;False
2287048;SP;Sudeste;EMAD I;False
2264366;CE;Nordeste;EMAD I;True
2270994;GO;Centro-Oeste;EMAD I;False
1596292;CE;Nordeste;EMAD II;True
1602896;RN;Nordeste;EMAP;True
1553321;PA;Norte;EMAD I;False
1558501;PA;Norte;EMAP;True
1551655;CE;Nordeste;EMAD I;True
1699970;CE;Nordeste;EMAP;True
2161168;BA;Nordeste;EMAD II;True
2161176;BA;Nordeste;EMAP;True
1679740;MG;Sudeste;EMAD I;True
1491202;MG;Sudeste;EMAD I;True
1619985;MG;Sudeste;EMAD I;True
1679759;MG;Sudeste;EMAP;True
1517902;SP;Sudeste;EMAD I;True
1622358;SP;Sudeste;EMAD I;False
1678841;SP;Sudeste;EMAP;False
320943;SP;Sudeste;EMAD I;False
320951;SP;Sudeste;EMAP;True
1616617;SP;Sudeste;EMAD II;True
1616625;SP;Sudeste;EMAP;False
1620657;PE;Nordeste;EMAD I;False
1549413;MG;Sudeste;EMAD I;True
1549421;MG;Sudeste;EMAP;True
1470299;RJ;Sudeste;EMAD I;False
1469665;RJ;Sudeste;EMAD I;False
1714112;MG;Sudeste;EMAD I;True
210234;BA;Nordeste;EMAD I;False
2224313;RN;Nordeste;EMAD II;True
1563955;SP;Sudeste;EMAD I;False
1579835;MG;Sudeste;EMAD II;True
1498096;BA;Nordeste;EMAP;False
1672444;PA;Norte;EMAD I;False
1672452;PA;Norte;EMAP;False
1478451;SP;Sudeste;EMAD I;True
1478478;SP;Sudeste;EMAP;True
1591274;DF;Centro-Oeste;EMAP;False
1481983;DF;Centro-Oeste;EMAD I;True
1509977;AL;Nordeste;EMAD I;True
1509993;AL;Nordeste;EMAP;True
134309;PE;Nordeste;EMAD I;False
1546643;PE;Nordeste;EMAD II;True
2094517;PE;Nordeste;EMAP;True
2230100;BA;Nordeste;EMAD II;False
2230119;BA;Nordeste;EMAP;False
1507524;CE;Nordeste;EMAP;True
1709712;MG;Sudeste;EMAD I;True
1682865;GO;Centro-Oeste;EMAD II;False
1617117;RJ;Sudeste;EMAD I;True
1617125;RJ;Sudeste;EMAP;True
1565958;GO;Centro-Oeste;EMAD I;True
1565966;GO;Centro-Oeste;EMAP;True
2492520;PB;Nordeste;EMAP-R;True
2491060;MG;Sudeste;EMAP;False
1669680;CE;Nordeste;EMAD II;True
1669699;CE;Nordeste;EMAP;True
1515748;AM;Norte;EMAD I;True
1515756;AM;Norte;EMAP;True
2491362;PA;Norte;EMAD I;True
1708597;MG;Sudeste;EMAD I;False
226637;MG;Sudeste;EMAD I;True
1656732;MG;Sudeste;EMAP;True
2201089;RS;Sul;EMAD I;False
2237687;RN;Nordeste;EMAP;True
1478281;MG;Sudeste;EMAD I;True
1525948;CE;Nordeste;EMAD I;False
1618245;PA;Norte;EMAP;True
1618237;PA;Norte;EMAD I;True
1650351;PB;Nordeste;EMAD I;False
1650386;PB;Nordeste;EMAP;True
1542303;AM;Norte;EMAP;True
1589385;PA;Norte;EMAD I;False
1698818;MG;Sudeste;EMAD I;True
438952;MS;Centro-Oeste;EMAP;True
438944;MS;Centro-Oeste;EMAD I;True
1667386;PA;Norte;EMAD II;True
1667378;PA;Norte;EMAP;True
1510592;MS;Centro-Oeste;EMAD I;True
1710141;RS;Sul;EMAD I;True
1571494;BA;Nordeste;EMAD I;False
1571508;BA;Nordeste;EMAP;True
1709119;GO;Centro-Oeste;EMAD II;True
1709127;GO;Centro-Oeste;EMAP;True
363324;SP;Sudeste;EMAP;True
1709720;SP;Sudeste;EMAP;False
342149;SP;Sudeste;EMAD I;True
342157;SP;Sudeste;EMAP;True
2195739;RS;Sul;EMAD II;True
140376;PE;Nordeste;EMAD I;True
1681710;GO;Centro-Oeste;EMAD II;False
1681729;GO;Centro-Oeste;EMAP;True
2497441;MG;Sudeste;EMAP-R;True
2304333;PA;Norte;EMAD II;True
2308223;PE;Nordeste;EMAD II;False
2992;RO;Norte;EMAD I;True
3018;RO;Norte;EMAP;True
1603671;SP;Sudeste;EMAD I;False
1523880;CE;Nordeste;EMAD I;False
1696351;MG;Sudeste;EMAP;True
1696378;MG;Sudeste;EMAD II;True
1583611;MG;Sudeste;EMAD I;True
1616366;MG;Sudeste;EMAP;True
1543776;SP;Sudeste;EMAD I;False
1543806;SP;Sudeste;EMAP;False
1484060;AL;Nordeste;EMAD I;False
1484095;AL;Nordeste;EMAP;True
1484087;AL;Nordeste;EMAD I;True
1484109;AL;Nordeste;EMAP;True
1484079;AL;Nordeste;EMAD I;True
85405;CE;Nordeste;EMAP;False
1534467;MA;Nordeste;EMAD I;True
1534475;MA;Nordeste;EMAP;True
1510037;SE;Nordeste;EMAD II;True
1510045;SE;Nordeste;EMAP;True
1551809;PI;Nordeste;EMAD I;False
350516;SP;Sudeste;EMAD I;True
1589199;SP;Sudeste;EMAP;True
1591258;SP;Sudeste;EMAD I;True
1591266;SP;Sudeste;EMAD I;True
1469622;RJ;Sudeste;EMAD I;True
1469924;RJ;Sudeste;EMAP;True
1469789;RJ;Sudeste;EMAD I;False
1469932;RJ;Sudeste;EMAP;True
2224992;PA;Norte;EMAD I;False
2225018;PA;Norte;EMAP;True
2225387;MA;Nordeste;EMAD II;True
2225395;MA;Nordeste;EMAP;True
1551620;PA;Norte;EMAD I;False
1551639;PA;Norte;EMAP;True
1596357;GO;Centro-Oeste;EMAD I;True
1489771;BA;Nordeste;EMAD I;True
1697617;SP;Sudeste;EMAD I;True
167010;AL;Nordeste;EMAP;True
1503596;AL;Nordeste;EMAD I;True
1503618;AL;Nordeste;EMAP;True
1545558;PE;Nordeste;EMAD I;False
1528963;BA;Nordeste;EMAD II;True
1528971;BA;Nordeste;EMAP;True
1667394;PA;Norte;EMAD II;True
1654969;AL;Nordeste;EMAD II;True
1654977;AL;Nordeste;EMAP;True
1708031;BA;Nordeste;EMAD I;True
2256223;SP;Sudeste;EMAD I;False
1672193;PI;Nordeste;EMAD II;True
1672207;PI;Nordeste;EMAP;True
2201372;RN;Nordeste;EMAP;True
2242877;GO;Centro-Oeste;EMAD II;False
2242885;GO;Centro-Oeste;EMAP;True
2247852;BA;Nordeste;EMAD II;True
1505149;PA;Norte;EMAP;False
1566377;MS;Centro-Oeste;EMAD I;False
1566385;MS;Centro-Oeste;EMAP;False
1480359;MG;Sudeste;EMAP;True
1481835;MG;Sudeste;EMAD I;True
1522620;BA;Nordeste;EMAP;True
1617559;BA;Nordeste;EMAP;True
1550438;RJ;Sudeste;EMAD I;False
1550446;RJ;Sudeste;EMAP;True
1600885;SP;Sudeste;EMAD I;False
1654586;AL;Nordeste;EMAP;True
1488945;AM;Norte;EMAD I;True
1524356;AM;Norte;EMAD I;True
1488953;AM;Norte;EMAP;True
292478;RJ;Sudeste;EMAD I;True
1480618;RJ;Sudeste;EMAP;True
2283794;SE;Nordeste;EMAP;True
2216582;PA;Norte;EMAD II;True
2216590;PA;Norte;EMAP;True
2266938;RS;Sul;EMAD II;True
1677594;RN;Nordeste;EMAD II;True
1676636;AL;Nordeste;EMAD II;True
1769650;AL;Nordeste;EMAP;True
1689142;SP;Sudeste;EMAP;False
1690116;MS;Centro-Oeste;EMAD I;True
2202484;RN;Nordeste;EMAD II;False
1630628;SP;Sudeste;EMAD I;True
1498916;SP;Sudeste;EMAD I;False
310425;RJ;Sudeste;EMAD I;False
229997;MG;Sudeste;EMAP;True
1555715;MA;Nordeste;EMAD I;True
1555723;MA;Nordeste;EMAP;False
2292106;SC;Sul;EMAD I;False
2293005;CE;Nordeste;EMAP;True
2228084;AM;Norte;EMAD I;True
1530771;SP;Sudeste;EMAD I;False
378682;PR;Sul;EMAD I;True
378674;PR;Sul;EMAD I;True
1486926;PR;Sul;EMAD I;True
378666;PR;Sul;EMAP;True
1514334;MG;Sudeste;EMAP;True
1699903;AL;Nordeste;EMAD II;True
2271842;MA;Nordeste;EMAD II;True
2271826;MA;Nordeste;EMAP;True
2510367;MG;Sudeste;EMAP-R;True
2260417;PE;Nordeste;EMAD II;True
2264498;PB;Nordeste;EMAP;True
2293838;MG;Sudeste;EMAD I;False
1706926;MG;Sudeste;EMAD I;True
1700901;AL;Nordeste;EMAD II;True
210145;BA;Nordeste;EMAP;True
1481436;BA;Nordeste;EMAD I;True
1493809;BA;Nordeste;EMAP;False
113255;RN;Nordeste;EMAD I;False
113271;RN;Nordeste;EMAP;True
1490214;RO;Norte;EMAP;True
1490192;RO;Norte;EMAD I;True
1607863;TO;Norte;EMAD I;True
1607855;TO;Norte;EMAP;True
1680587;MG;Sudeste;EMAD I;True
1562568;RS;Sul;EMAD I;False
1521454;PI;Nordeste;EMAD II;True
1527320;PI;Nordeste;EMAP;True
1708481;CE;Nordeste;EMAD I;True
1708503;CE;Nordeste;EMAP;True
1704524;BA;Nordeste;EMAD II;False
1709135;PB;Nordeste;EMAD I;True
1709143;PB;Nordeste;EMAD I;True
1709151;PB;Nordeste;EMAD I;True
1709178;PB;Nordeste;EMAP;True
1620142;BA;Nordeste;EMAD I;True
1620150;BA;Nordeste;EMAP;True
1575589;RN;Nordeste;EMAD II;True
1535943;RJ;Sudeste;EMAD I;True
1575597;RN;Nordeste;EMAP;True
1675907;SP;Sudeste;EMAD I;False
2217872;CE;Nordeste;EMAP;True
2512351;PI;Nordeste;EMAP-R;True
2246619;MG;Sudeste;EMAP;False
330418;SP;Sudeste;EMAD I;False
330388;SP;Sudeste;EMAP;True
1706691;MG;Sudeste;EMAD II;True
1708619;MG;Sudeste;EMAP;True
1471651;SP;Sudeste;EMAD I;True
1471678;SP;Sudeste;EMAP;True
232459;MG;Sudeste;EMAD I;True
1706748;MG;Sudeste;EMAD II;True
1706756;MG;Sudeste;EMAP;True
1560778;PA;Norte;EMAD II;True
50598;MA;Nordeste;EMAD I;True
50601;MA;Nordeste;EMAP;True
1675478;AL;Nordeste;EMAD II;True
1675486;AL;Nordeste;EMAP;True
458406;GO;Centro-Oeste;EMAP;True
1535811;AL;Nordeste;EMAD II;True
1535838;AL;Nordeste;EMAP;True
2208296;PR;Sul;EMAD I;True
2208318;PR;Sul;EMAP;False
2147513;BA;Nordeste;EMAP;True
1481363;SP;Sudeste;EMAD I;True
1506528;SP;Sudeste;EMAP;True
52;MG;Sudeste;EMAP;False
51;MG;Sudeste;EMAD I;False
1709097;SP;Sudeste;EMAD I;False
1709100;SP;Sudeste;EMAP;True
1623389;PB;Nordeste;EMAP;True
1531557;PI;Nordeste;EMAP;True
1477285;RJ;Sudeste;EMAD I;True
1477390;RJ;Sudeste;EMAP;False
1669648;RJ;Sudeste;EMAD I;False
310387;RJ;Sudeste;EMAP;True
2258021;MG;Sudeste;EMAP;False
1707418;MG;Sudeste;EMAD II;True
2284529;PA;Norte;EMAP;True
2284537;PA;Norte;EMAD II;True
2277476;BA;Nordeste;EMAP;True
308382;RJ;Sudeste;EMAP;True
308366;RJ;Sudeste;EMAD I;False
1701592;RS;Sul;EMAD II;True
2189305;DF;Centro-Oeste;EMAD I;True
2215314;PA;Norte;EMAP;True
353566;SP;Sudeste;EMAD I;True
353558;SP;Sudeste;EMAP;True
1486810;SP;Sudeste;EMAD I;True
1714678;MG;Sudeste;EMAP;False
1714651;MG;Sudeste;EMAD I;True
1527762;SP;Sudeste;EMAD I;True
377031;PR;Sul;EMAD I;False
1585568;RJ;Sudeste;EMAD I;True
1678310;AL;Nordeste;EMAD I;False
1715917;SP;Sudeste;EMAD I;False
1481800;RJ;Sudeste;EMAP;True
1481932;RJ;Sudeste;EMAD I;True
1481819;RJ;Sudeste;EMAP;True
1472801;RJ;Sudeste;EMAD II;False
1472925;RJ;Sudeste;EMAP;False
1531042;GO;Centro-Oeste;EMAD II;True
1537393;GO;Centro-Oeste;EMAP;True
22829;PA;Norte;EMAD I;False
22837;PA;Norte;EMAP;True
2310279;PA;Norte;EMAP;True
2311321;RS;Sul;EMAD I;False
2285800;BA;Nordeste;EMAD II;True
2308665;BA;Nordeste;EMAP;True
2302608;BA;Nordeste;EMAD II;True
2302616;BA;Nordeste;EMAP;True
2308215;PE;Nordeste;EMAP;True
1655000;TO;Norte;EMAD I;True
2240513;GO;Centro-Oeste;EMAD II;True
2525941;BA;Nordeste;EMAP-R;True
2388863;PR;Sul;EMAD I;False
2309459;PE;Nordeste;EMAD I;False
2338092;MG;Sudeste;EMAD I;False
2333856;SP;Sudeste;EMAD I;False
2386917;BA;Nordeste;EMAD I;True
367893;SP;Sudeste;EMAD I;True
2332000;CE;Nordeste;EMAD I;False
2449978;BA;Nordeste;EMAD I;False
290343;RJ;Sudeste;EMAD I;True
2360535;PE;Nordeste;EMAP;True
1595210;CE;Nordeste;EMAD I;True
1595229;CE;Nordeste;EMAP;False
1656627;MG;Sudeste;EMAD I;False
2308525;CE;Nordeste;EMAD I;False
1666215;SP;Sudeste;EMAD I;False
1705067;MT;Centro-Oeste;EMAD I;True
2397013;SP;Sudeste;EMAP;False
2319330;PA;Norte;EMAP;True
2319322;PA;Norte;EMAD II;True
2304872;RJ;Sudeste;EMAD I;True
2395789;BA;Nordeste;EMAP;True
2418177;CE;Nordeste;EMAP;True
184039;BA;Nordeste;EMAD I;True
184047;BA;Nordeste;EMAP;True
1503359;MG;Sudeste;EMAD I;False
2532018;AM;Norte;EMAD I;False
2385287;DF;Centro-Oeste;EMAD I;False
2532093;AM;Norte;EMAP;True
2217929;CE;Nordeste;EMAP;False
2221780;MA;Nordeste;EMAD I;True
2310600;CE;Nordeste;EMAD II;False
2310627;CE;Nordeste;EMAP;True
2322757;CE;Nordeste;EMAD II;True
2331233;MG;Sudeste;EMAD II;False
1707108;CE;Nordeste;EMAD I;False
1470280;RJ;Sudeste;EMAD I;False
2354845;RN;Nordeste;EMAP;True
2334526;PE;Nordeste;EMAD II;True
2140349;SE;Nordeste;EMAD I;True
2382180;BA;Nordeste;EMAD I;False
2374234;RO;Norte;EMAP;False
2312522;SP;Sudeste;EMAP;True
2312530;SP;Sudeste;EMAD I;False
2376296;DF;Centro-Oeste;EMAP;True
2334518;PE;Nordeste;EMAP;True
2391694;CE;Nordeste;EMAD I;True
2391708;CE;Nordeste;EMAP;True
2318253;GO;Centro-Oeste;EMAD II;True
2318261;GO;Centro-Oeste;EMAP;True
2313154;MG;Sudeste;EMAP;True
1486306;SP;Sudeste;EMAD I;True
2316129;CE;Nordeste;EMAD II;True
1502530;SP;Sudeste;EMAD I;True
2304112;PA;Norte;EMAD I;False
2304120;PA;Norte;EMAP;True
1610139;SP;Sudeste;EMAD I;True
2324784;AL;Nordeste;EMAD II;True
2324792;AL;Nordeste;EMAP;True
1679783;SE;Nordeste;EMAD I;True
97020;CE;Nordeste;EMAD I;False
2407787;PE;Nordeste;EMAP;True
2407795;PE;Nordeste;EMAD II;True
1556134;SP;Sudeste;EMAP;True
2312484;MG;Sudeste;EMAP;True
1615718;SP;Sudeste;EMAD I;False
2308622;PE;Nordeste;EMAP;True
2313200;BA;Nordeste;EMAD II;True
57975;MA;Nordeste;EMAP;True
2333244;SP;Sudeste;EMAD I;False
2333252;SP;Sudeste;EMAD I;False
2333260;SP;Sudeste;EMAP;True
2321432;RJ;Sudeste;EMAD I;True
2321440;RJ;Sudeste;EMAD I;False
2321459;RJ;Sudeste;EMAP;True
2323117;CE;Nordeste;EMAP;False
2313855;CE;Nordeste;EMAP;True
1701010;CE;Nordeste;EMAP;False
1701053;CE;Nordeste;EMAP;False
2240521;GO;Centro-Oeste;EMAP;True
2332361;MG;Sudeste;EMAD II;False
2332388;MG;Sudeste;EMAP;False
1700685;CE;Nordeste;EMAD I;False
1701061;CE;Nordeste;EMAP;False
1701088;CE;Nordeste;EMAP;False
2490323;PI;Nordeste;EMAP-R;False
2207362;PA;Norte;EMAD II;True
1988921;SP;Sudeste;EMAD I;False
2488612;MG;Sudeste;EMAD II;False
2488620;MG;Sudeste;EMAP;True
1479016;SP;Sudeste;EMAD I;False
1479075;SP;Sudeste;EMAD I;False
1479024;SP;Sudeste;EMAD I;False
1479091;SP;Sudeste;EMAP;True
2497182;PR;Sul;EMAP-R;False
2306352;MG;Sudeste;EMAD I;True
1650327;AL;Nordeste;EMAD II;True
1650793;AL;Nordeste;EMAP;False
2447649;BA;Nordeste;EMAP;False
1635581;SP;Sudeste;EMAD I;True
2496704;PI;Nordeste;EMAP-R;False
2494825;BA;Nordeste;EMAP-R;True
1511734;SP;Sudeste;EMAD I;False
1701029;CE;Nordeste;EMAP;False
1710834;CE;Nordeste;EMAD I;False
2425017;RN;Nordeste;EMAD II;True
2487624;SE;Nordeste;EMAD I;True
1479369;PR;Sul;EMAD I;True
1479172;PR;Sul;EMAD I;False
2488469;MG;Sudeste;EMAP-R;False
2270447;PE;Nordeste;EMAD I;False
2455269;BA;Nordeste;EMAD I;True
2484250;PE;Nordeste;EMAP;False
2504154;MG;Sudeste;EMAP-R;False
2321130;MT;Centro-Oeste;EMAD I;True
1518585;CE;Nordeste;EMAP;False
2489236;RS;Sul;EMAD I;True
2500299;MA;Nordeste;EMAD I;True
2503891;MG;Sudeste;EMAP-R;True
2429209;PE;Nordeste;EMAP;True
1654985;PE;Nordeste;EMAD I;False
2402602;SP;Sudeste;EMAD II;True
2418983;CE;Nordeste;EMAP;True
2278189;PB;Nordeste;EMAD II;True
1569929;DF;Centro-Oeste;EMAD I;True
2272768;GO;Centro-Oeste;EMAD I;True
2297485;GO;Centro-Oeste;EMAP;False
1705172;MT;Centro-Oeste;EMAD I;True
2483653;SP;Sudeste;EMAD I;False
2430924;RJ;Sudeste;EMAD I;False
2430932;RJ;Sudeste;EMAD I;False
2430940;RJ;Sudeste;EMAD I;False
2430959;RJ;Sudeste;EMAP;True
1635573;SP;Sudeste;EMAD I;True
1616234;MG;Sudeste;EMAD I;False
1533207;SP;Sudeste;EMAD I;False
1533215;SP;Sudeste;EMAP;True
1562282;RS;Sul;EMAD I;False
1562290;RS;Sul;EMAP;False
1697005;PB;Nordeste;EMAD II;True
1540858;SP;Sudeste;EMAD I;False
1560751;SP;Sudeste;EMAP;True
323691;SP;Sudeste;EMAD I;True
323675;SP;Sudeste;EMAP;True
1538098;DF;Centro-Oeste;EMAP;True
308447;RJ;Sudeste;EMAD I;False
308439;RJ;Sudeste;EMAP;True
1475886;RJ;Sudeste;EMAD I;True
1475916;RJ;Sudeste;EMAP;True
2278537;RJ;Sudeste;EMAD I;True
288721;RJ;Sudeste;EMAP;True
468541;DF;Centro-Oeste;EMAD I;True
1610546;SP;Sudeste;EMAP;True
124613;PB;Nordeste;EMAD I;True
124729;PB;Nordeste;EMAD I;False
124621;PB;Nordeste;EMAP;True
124699;PB;Nordeste;EMAD I;True
124605;PB;Nordeste;EMAP;True
1482963;PB;Nordeste;EMAP;True
109231;RN;Nordeste;EMAD I;True
2183927;PE;Nordeste;EMAD II;True
470902;DF;Centro-Oeste;EMAP;True
1709658;PI;Nordeste;EMAD I;False
1715674;PI;Nordeste;EMAP;True
1620428;PB;Nordeste;EMAP;True
1620436;PB;Nordeste;EMAD II;True
1565265;PB;Nordeste;EMAP;True
1565273;PB;Nordeste;EMAD II;True
290424;RJ;Sudeste;EMAD I;True
290416;RJ;Sudeste;EMAP;True
1483358;SP;Sudeste;EMAD II;True
1483404;SP;Sudeste;EMAP;True
458988;GO;Centro-Oeste;EMAP;True
1678302;AL;Nordeste;EMAP;True
1699601;MG;Sudeste;EMAD II;True
1699628;MG;Sudeste;EMAP;True
329428;SP;Sudeste;EMAD I;False
329436;SP;Sudeste;EMAP;True
1674358;CE;Nordeste;EMAD I;True
323659;SP;Sudeste;EMAD I;False
323640;SP;Sudeste;EMAP;True
1483188;SP;Sudeste;EMAD I;False
1548727;SP;Sudeste;EMAD I;False
2242710;PE;Nordeste;EMAP;True
2227894;PE;Nordeste;EMAD II;True
1524348;AM;Norte;EMAD I;True
2241897;GO;Centro-Oeste;EMAD I;False
2258005;MG;Sudeste;EMAP;True
2255669;BA;Nordeste;EMAD I;False
2255677;BA;Nordeste;EMAP;True
2292556;BA;Nordeste;EMAD II;True
2127431;CE;Nordeste;EMAD I;False
1564676;RJ;Sudeste;EMAP;True
1485695;SP;Sudeste;EMAP;True
1485652;SP;Sudeste;EMAD II;False
1656708;AL;Nordeste;EMAD I;False
1656775;AL;Nordeste;EMAP;True
1542087;SP;Sudeste;EMAP;True
365157;SP;Sudeste;EMAD I;True
1633287;SP;Sudeste;EMAD I;False
1709488;BA;Nordeste;EMAD II;True
1709496;BA;Nordeste;EMAP;True
1524402;SC;Sul;EMAD I;False
363316;SP;Sudeste;EMAD I;False
1710389;RS;Sul;EMAD I;False
2301644;AL;Nordeste;EMAP;False
1585207;PE;Nordeste;EMAD I;False
1654756;PE;Nordeste;EMAD I;False
1481843;RJ;Sudeste;EMAD I;True
2230690;BA;Nordeste;EMAD II;True
2230712;BA;Nordeste;EMAP;True
2424428;BA;Nordeste;EMAP;False
2221268;MG;Sudeste;EMAP;True
2166542;MG;Sudeste;EMAD I;True
2228556;MG;Sudeste;EMAD II;True
2238233;PA;Norte;EMAP;True
2237741;MG;Sudeste;EMAD II;True
2129140;PR;Sul;EMAP;True
1974092;PR;Sul;EMAD II;False
1500562;AL;Nordeste;EMAP;True
1500554;AL;Nordeste;EMAD I;True
1526421;PR;Sul;EMAD II;True
1698230;PB;Nordeste;EMAD II;False
1698222;PB;Nordeste;EMAP;True
1479857;RJ;Sudeste;EMAD I;False
1470272;RJ;Sudeste;EMAD I;True
1536869;MS;Centro-Oeste;EMAP;True
1536850;MS;Centro-Oeste;EMAD I;True
400386;SC;Sul;EMAD I;False
365149;SP;Sudeste;EMAP;True
1495771;PI;Nordeste;EMAD II;True
1497146;PI;Nordeste;EMAP;True
1705954;AL;Nordeste;EMAP;True
1475746;RJ;Sudeste;EMAD I;True
1475754;RJ;Sudeste;EMAP;True
167029;AL;Nordeste;EMAD I;False
